0,1,2,3,4,5,6,7,8,9,10
tropical fruit,whole milk,chocolate,,,,,,,,
berries,cream cheese ,other vegetables,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
candy,whipped/sour cream,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
newspapers,yogurt,napkins,,,,,,,,
liquor (appetizer),yogurt,specialty chocolate,rolls/buns,,,,,,,
sausage,curd,,,,,,,,,
sausage,frozen meals,,,,,,,,,
oil,yogurt,,,,,,,,,
root vegetables,soups,decalcifier,,,,,,,,
pastry,napkins,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
detergent,liquor (appetizer),,,,,,,,,
berries,rolls/buns,,,,,,,,,
frankfurter,curd,coffee,,,,,,,,
whole milk,specialty bar,,,,,,,,,
butter,onions,butter milk,,,,,,,,
rolls/buns,sugar,butter,,,,,,,,
roll products ,soda,other vegetables,,,,,,,,
butter,shopping bags,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
other vegetables,salty snack,soda,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
chocolate,seasonal products,waffles,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
canned beer,misc. beverages,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
beef,whole milk,frozen vegetables,,,,,,,,
brown bread,onions,,,,,,,,,
soda,whole milk,shopping bags,,,,,,,,
rolls/buns,curd,,,,,,,,,
tropical fruit,frozen dessert,newspapers,,,,,,,,
berries,candy,rolls/buns,,,,,,,,
whole milk,soda,,,,,,,,,
butter milk,yogurt,yogurt,margarine,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
beverages,specialty chocolate,,,,,,,,,
brown bread,herbs,,,,,,,,,
roll products ,rolls/buns,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
soda,photo/film,,,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
chocolate,dessert,,,,,,,,,
coffee,tropical fruit,,,,,,,,,
sausage,root vegetables,kitchen towels,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
chicken,whole milk,canned beer,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
chicken,organic products,,,,,,,,,
pot plants,soda,hygiene articles,,,,,,,,
other vegetables,salty snack,brown bread,canned beer,,,,,,,
ham,tropical fruit,popcorn,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
chicken,other vegetables,bathroom cleaner,chicken,grapes,fruit/vegetable juice,fruit/vegetable juice,soda,,,
margarine,detergent,yogurt,zwieback,,,,,,,
whole milk,butter milk,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
sausage,beverages,,,,,,,,,
coffee,liquor,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
hamburger meat,onions,,,,,,,,,
shopping bags,root vegetables,sliced cheese,,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
grapes,other vegetables,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
other vegetables,soda,,,,,,,,,
dessert,whole milk,waffles,,,,,,,,
beef,other vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
other vegetables,whole milk,pudding powder,cream cheese ,,,,,,,
onions,other vegetables,,,,,,,,,
hamburger meat,baking powder,dessert,,,,,,,,
fruit/vegetable juice,canned fish,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,margarine,whipped/sour cream,,,,,,,,
citrus fruit,flour,,,,,,,,,
hygiene articles,white bread,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
yogurt,softener,,,,,,,,,
bottled water,detergent,,,,,,,,,
rolls/buns,onions,napkins,,,,,,,,
candy,soda,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
beef,waffles,,,,,,,,,
sweet spreads,butter,,,,,,,,,
hamburger meat,chicken,butter,rolls/buns,,,,,,,
citrus fruit,shopping bags,chewing gum,cake bar,,,,,,,
bottled beer,whole milk,UHT-milk,chocolate,,,,,,,
tropical fruit,yogurt,,,,,,,,,
soda,whisky,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
meat spreads,hard cheese,frozen vegetables,butter,,,,,,,
butter,cat food,roll products ,,,,,,,,
brown bread,shopping bags,soda,,,,,,,,
whipped/sour cream,detergent,,,,,,,,,
butter milk,bottled beer,rice,canned vegetables,,,,,,,
beef,pip fruit,,,,,,,,,
beef,soda,white wine,soft cheese,,,,,,,
pork,yogurt,yogurt,canned fish,,,,,,,
citrus fruit,bottled water,white wine,rolls/buns,,,,,,,
pip fruit,coffee,UHT-milk,,,,,,,,
frankfurter,specialty bar,,,,,,,,,
soda,candy,,,,,,,,,
bottled beer,rolls/buns,other vegetables,,,,,,,,
meat,bottled beer,liquor,waffles,,,,,,,
sausage,root vegetables,,,,,,,,,
chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags,,,
ham,misc. beverages,,,,,,,,,
domestic eggs,napkins,,,,,,,,,
fruit/vegetable juice,pot plants,,,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
pastry,soda,,,,,,,,,
rolls/buns,soda,,,,,,,,,
frankfurter,long life bakery product,sugar,,,,,,,,
pork,salty snack,,,,,,,,,
chicken,butter milk,,,,,,,,,
berries,UHT-milk,newspapers,,,,,,,,
beef,berries,,,,,,,,,
citrus fruit,ham,onions,yogurt,pasta,newspapers,,,,,
chewing gum,rolls/buns,,,,,,,,,
specialty bar,processed cheese,whole milk,whole milk,misc. beverages,,,,,,
butter,bottled beer,canned beer,chewing gum,fruit/vegetable juice,,,,,,
coffee,yogurt,oil,,,,,,,,
pet care,bottled water,soda,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
other vegetables,other vegetables,liquor (appetizer),specialty bar,candles,red/blush wine,,,,,
brown bread,whole milk,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
meat,whole milk,processed cheese,butter,,,,,,,
citrus fruit,onions,,,,,,,,,
misc. beverages,sliced cheese,domestic eggs,,,,,,,,
soda,candy,,,,,,,,,
canned beer,hard cheese,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
pot plants,soda,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
whipped/sour cream,specialty fat,,,,,,,,,
pasta,hamburger meat,frozen meals,domestic eggs,,,,,,,
soda,salty snack,butter milk,baking powder,,,,,,,
other vegetables,red/blush wine,curd,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
bottled water,citrus fruit,butter,whole milk,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
margarine,root vegetables,,,,,,,,,
beef,pork,margarine,fruit/vegetable juice,margarine,,,,,,
shopping bags,butter milk,,,,,,,,,
soda,mustard,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
butter milk,bottled water,shopping bags,,,,,,,,
citrus fruit,liquor,white bread,,,,,,,,
whole milk,hard cheese,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
UHT-milk,canned fish,root vegetables,waffles,,,,,,,
frankfurter,shopping bags,,,,,,,,,
tropical fruit,syrup,whole milk,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
butter,butter,margarine,,,,,,,,
meat,whole milk,,,,,,,,,
female sanitary products,frozen fish,,,,,,,,,
whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
herbs,brown bread,,,,,,,,,
butter milk,white wine,,,,,,,,,
soft cheese,spices,,,,,,,,,
beverages,shopping bags,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
root vegetables,yogurt,bottled water,,,,,,,,
chicken,white bread,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
white bread,yogurt,,,,,,,,,
pip fruit,white wine,whole milk,,,,,,,,
pastry,pickled vegetables,margarine,,,,,,,,
curd,soda,ice cream,,,,,,,,
other vegetables,bottled water,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
beverages,bottled water,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
liqueur,chocolate,,,,,,,,,
other vegetables,herbs,,,,,,,,,
newspapers,whole milk,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
curd cheese,popcorn,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
rum,sugar,,,,,,,,,
onions,whole milk,,,,,,,,,
canned beer,bottled water,long life bakery product,,,,,,,,
hamburger meat,detergent,flour,,,,,,,,
frankfurter,other vegetables,ham,other vegetables,other vegetables,fruit/vegetable juice,rolls/buns,fruit/vegetable juice,rolls/buns,,
specialty bar,candy,root vegetables,ice cream,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
hamburger meat,butter,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
napkins,whole milk,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
canned beer,coffee,,,,,,,,,
Instant food products,soda,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
curd,margarine,,,,,,,,,
frozen vegetables,pasta,,,,,,,,,
ham,whole milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
grapes,detergent,,,,,,,,,
chocolate,margarine,bottled water,soda,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
root vegetables,other vegetables,white wine,,,,,,,,
beef,whole milk,newspapers,,,,,,,,
whole milk,ice cream,,,,,,,,,
misc. beverages,waffles,bottled beer,,,,,,,,
root vegetables,whole milk,,,,,,,,,
ice cream,meat spreads,,,,,,,,,
canned beer,whole milk,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
cake bar,butter milk,,,,,,,,,
sausage,shopping bags,,,,,,,,,
other vegetables,coffee,,,,,,,,,
bottled water,whole milk,,,,,,,,,
whole milk,salty snack,shopping bags,,,,,,,,
sugar,napkins,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
pastry,cat food,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
other vegetables,detergent,,,,,,,,,
bottled water,shopping bags,soda,flour,,,,,,,
citrus fruit,chicken,bottled water,rolls/buns,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
curd,yogurt,domestic eggs,,,,,,,,
curd,soda,,,,,,,,,
onions,cat food,,,,,,,,,
citrus fruit,UHT-milk,,,,,,,,,
butter milk,whole milk,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
root vegetables,curd,,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
whole milk,curd,,,,,,,,,
sausage,bottled water,napkins,,,,,,,,
bottled beer,oil,whole milk,dishes,,,,,,,
whole milk,coffee,,,,,,,,,
tropical fruit,artif. sweetener,,,,,,,,,
rolls/buns,tidbits,margarine,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
canned beer,brown bread,,,,,,,,,
other vegetables,coffee,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
canned beer,berries,,,,,,,,,
canned beer,hygiene articles,,,,,,,,,
pip fruit,curd,pip fruit,prosecco,,,,,,,
grapes,grapes,,,,,,,,,
dessert,dishes,,,,,,,,,
citrus fruit,fruit/vegetable juice,pickled vegetables,,,,,,,,
ice cream,herbs,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
canned beer,organic sausage,tropical fruit,shopping bags,,,,,,,
photo/film,other vegetables,,,,,,,,,
bottled water,frozen vegetables,frozen vegetables,UHT-milk,,,,,,,
whole milk,frozen meals,shopping bags,whole milk,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
whole milk,yogurt,pasta,,,,,,,,
root vegetables,beef,whole milk,curd,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
frankfurter,pork,,,,,,,,,
other vegetables,soda,soda,,,,,,,,
canned beer,yogurt,soda,,,,,,,,
frankfurter,yogurt,waffles,,,,,,,,
tropical fruit,soda,,,,,,,,,
pastry,specialty bar,flour,,,,,,,,
berries,brown bread,,,,,,,,,
pastry,rolls/buns,sliced cheese,tropical fruit,liquor,hygiene articles,dental care,napkins,,,
whole milk,soda,,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
mustard,salt,,,,,,,,,
yogurt,pot plants,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
sausage,specialty bar,,,,,,,,,
yogurt,soda,yogurt,,,,,,,,
semi-finished bread,ketchup,,,,,,,,,
fruit/vegetable juice,coffee,,,,,,,,,
sausage,bottled beer,,,,,,,,,
bottled water,fruit/vegetable juice,cat food,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
soda,soda,domestic eggs,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
citrus fruit,shopping bags,tropical fruit,frankfurter,brown bread,rubbing alcohol,domestic eggs,whole milk,,,
beef,chocolate,,,,,,,,,
ham,bottled beer,,,,,,,,,
canned beer,curd,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
whole milk,pip fruit,softener,,,,,,,,
beef,pastry,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,
other vegetables,whole milk,,,,,,,,,
soda,soda,canned beer,frozen dessert,tropical fruit,whole milk,bottled water,specialty bar,domestic eggs,,
sausage,sugar,semi-finished bread,,,,,,,,
chicken,citrus fruit,,,,,,,,,
pork,pork,frankfurter,frozen fish,waffles,napkins,rolls/buns,,,,
yogurt,yogurt,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
onions,newspapers,,,,,,,,,
root vegetables,canned fish,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,onions,,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
herbs,vinegar,shopping bags,,,,,,,,
soda,domestic eggs,,,,,,,,,
sliced cheese,domestic eggs,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chicken,whole milk,margarine,soda,,,,,,,
other vegetables,pickled vegetables,hard cheese,,,,,,,,
canned beer,rolls/buns,softener,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
pot plants,bottled water,,,,,,,,,
soda,margarine,,,,,,,,,
pork,whole milk,other vegetables,,,,,,,,
bottled water,bottled water,,,,,,,,,
soda,dessert,,,,,,,,,
rolls/buns,nuts/prunes,,,,,,,,,
bottled water,shopping bags,waffles,,,,,,,,
beef,semi-finished bread,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
frozen meals,bottled water,,,,,,,,,
newspapers,dishes,,,,,,,,,
meat,canned beer,,,,,,,,,
curd cheese,canned beer,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
processed cheese,mayonnaise,shopping bags,,,,,,,,
turkey,whole milk,,,,,,,,,
rolls/buns,frankfurter,soda,canned fish,,,,,,,
beef,pastry,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
butter,dog food,,,,,,,,,
other vegetables,curd,tropical fruit,brown bread,bottled beer,,,,,,
rolls/buns,candy,onions,,,,,,,,
whole milk,pip fruit,,,,,,,,,
ham,cream cheese ,,,,,,,,,
meat,other vegetables,,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,whole milk,,,,,,,,,
sugar,fruit/vegetable juice,margarine,,,,,,,,
rolls/buns,other vegetables,soda,chocolate,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
whole milk,coffee,,,,,,,,,
specialty bar,whole milk,,,,,,,,,
whole milk,grapes,bottled beer,frozen dessert,,,,,,,
chocolate,butter,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
brown bread,whole milk,shopping bags,,,,,,,,
rolls/buns,white bread,,,,,,,,,
chicken,coffee,,,,,,,,,
turkey,white bread,,,,,,,,,
salty snack,pip fruit,chicken,rolls/buns,red/blush wine,,,,,,
root vegetables,white bread,,,,,,,,,
canned beer,frankfurter,brown bread,pip fruit,frozen vegetables,pudding powder,,,,,
frankfurter,hygiene articles,bottled beer,,,,,,,,
pork,pork,rolls/buns,sparkling wine,,,,,,,
curd,whole milk,pastry,,,,,,,,
pork,root vegetables,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
meat,vinegar,,,,,,,,,
sausage,other vegetables,frankfurter,coffee,pastry,bottled water,soda,whole milk,,,
berries,other vegetables,,,,,,,,,
chocolate,whole milk,,,,,,,,,
sausage,pastry,,,,,,,,,
sausage,baking powder,,,,,,,,,
other vegetables,soda,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
citrus fruit,curd,margarine,,,,,,,,
yogurt,male cosmetics,sugar,salt,,,,,,,
finished products,brown bread,dishes,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
whole milk,napkins,,,,,,,,,
root vegetables,misc. beverages,,,,,,,,,
bottled beer,sugar,bottled water,,,,,,,,
dog food,white bread,,,,,,,,,
hamburger meat,whole milk,root vegetables,hygiene articles,hygiene articles,brown bread,,,,,
hard cheese,butter,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
dessert,other vegetables,,,,,,,,,
sausage,flour,,,,,,,,,
sausage,tropical fruit,yogurt,,,,,,,,
other vegetables,pip fruit,fruit/vegetable juice,,,,,,,,
bottled beer,herbs,curd,,,,,,,,
fruit/vegetable juice,baking powder,oil,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
whole milk,frozen potato products,fruit/vegetable juice,,,,,,,,
cream,frankfurter,soda,UHT-milk,,,,,,,
rolls/buns,detergent,,,,,,,,,
pip fruit,soda,,,,,,,,,
rolls/buns,sausage,whole milk,pastry,yogurt,dessert,curd,yogurt,,,
citrus fruit,pot plants,newspapers,,,,,,,,
white bread,candy,,,,,,,,,
citrus fruit,bottled water,napkins,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
whole milk,curd,,,,,,,,,
whipped/sour cream,photo/film,,,,,,,,,
cream cheese ,rice,,,,,,,,,
shopping bags,flower (seeds),curd cheese,decalcifier,,,,,,,
ham,waffles,,,,,,,,,
other vegetables,dessert,other vegetables,fruit/vegetable juice,,,,,,,
frozen fish,beef,,,,,,,,,
candy,cake bar,,,,,,,,,
meat,salt,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
citrus fruit,citrus fruit,oil,root vegetables,,,,,,,
frozen chicken,herbs,yogurt,,,,,,,,
brown bread,pet care,,,,,,,,,
pip fruit,pastry,,,,,,,,,
meat,chocolate,brown bread,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
canned beer,frozen dessert,,,,,,,,,
chicken,tropical fruit,whipped/sour cream,,,,,,,,
canned beer,shopping bags,,,,,,,,,
frozen vegetables,root vegetables,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
brown bread,honey,pet care,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
brown bread,hair spray,,,,,,,,,
curd,coffee,baking powder,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
whole milk,detergent,soda,,,,,,,,
dessert,onions,,,,,,,,,
other vegetables,tropical fruit,onions,cream cheese ,root vegetables,root vegetables,yogurt,,,,
sausage,semi-finished bread,coffee,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
pastry,soda,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
yogurt,other vegetables,white wine,frozen vegetables,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,pastry,soda,,,,,,,,
sausage,frozen potato products,,,,,,,,,
brown bread,whole milk,frozen vegetables,frozen meals,,,,,,,
other vegetables,shopping bags,,,,,,,,,
canned beer,chocolate,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
sausage,root vegetables,,,,,,,,,
rolls/buns,citrus fruit,pot plants,yogurt,roll products ,fruit/vegetable juice,,,,,
whole milk,whole milk,,,,,,,,,
UHT-milk,other vegetables,cream cheese ,rolls/buns,,,,,,,
beverages,canned vegetables,,,,,,,,,
newspapers,white bread,,,,,,,,,
beef,potato products,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
citrus fruit,berries,,,,,,,,,
beef,hard cheese,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
citrus fruit,butter,,,,,,,,,
ham,yogurt,,,,,,,,,
pip fruit,soda,,,,,,,,,
dishes,fruit/vegetable juice,,,,,,,,,
specialty bar,canned beer,,,,,,,,,
frankfurter,frankfurter,tropical fruit,berries,,,,,,,
packaged fruit/vegetables,long life bakery product,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
frankfurter,whole milk,grapes,butter,semi-finished bread,,,,,,
whole milk,canned beer,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
canned vegetables,white bread,,,,,,,,,
sausage,cat food,pastry,,,,,,,,
male cosmetics,pastry,,,,,,,,,
napkins,bottled water,,,,,,,,,
domestic eggs,margarine,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
soda,whole milk,frozen fish,canned beer,ready soups,chocolate,,,,,
whole milk,curd,bottled beer,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
whole milk,napkins,napkins,,,,,,,,
tropical fruit,frozen fruits,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
specialty chocolate,margarine,,,,,,,,,
newspapers,soda,female sanitary products,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
dessert,shopping bags,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
domestic eggs,frozen fish,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
beef,long life bakery product,,,,,,,,,
frankfurter,hard cheese,butter,,,,,,,,
grapes,whole milk,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
citrus fruit,bottled beer,ice cream,,,,,,,,
whole milk,other vegetables,curd,,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
sausage,chicken,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
seasonal products,butter,ice cream,,,,,,,,
specialty fat,liquor (appetizer),,,,,,,,,
frankfurter,ham,tropical fruit,misc. beverages,tropical fruit,photo/film,specialty chocolate,frozen fish,,,
curd cheese,mustard,bottled water,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
bottled water,coffee,,,,,,,,,
canned beer,grapes,UHT-milk,brown bread,,,,,,,
whole milk,napkins,,,,,,,,,
beef,beef,,,,,,,,,
coffee,misc. beverages,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
pickled vegetables,cream cheese ,,,,,,,,,
chicken,coffee,,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
pork,whole milk,,,,,,,,,
male cosmetics,curd,,,,,,,,,
root vegetables,chewing gum,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
whole milk,chicken,curd,rolls/buns,cereals,bottled water,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
butter,misc. beverages,shopping bags,,,,,,,,
whole milk,white bread,,,,,,,,,
chicken,brown bread,,,,,,,,,
berries,sugar,female sanitary products,dessert,,,,,,,
tropical fruit,herbs,,,,,,,,,
yogurt,soda,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
